,Unnamed: 0,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name,city,LATITUDE,LONGITUDE,weather
290,290,1546300800,AA,AA_CODESHARE,AA,4949,PT,N651AE,4949,11986,GRR,"Grand Rapids, MI",14100,PHL,"Philadelphia, PA",1140,1134.0,-6.0,27.0,1201.0,1317.0,8.0,1335,1325.0,-10.0,0,,0,N,115.0,111.0,76.0,1,573,,,,,,,,,,Grand Rapids,42.88082,-85.52277,rain
294,294,1547164800,AA,AA_CODESHARE,AA,4810,PT,N655AE,4810,11986,GRR,"Grand Rapids, MI",14100,PHL,"Philadelphia, PA",524,611.0,47.0,28.0,639.0,802.0,6.0,730,808.0,38.0,0,,0,N,126.0,117.0,83.0,1,573,38.0,0.0,0.0,0.0,0.0,,,,,Grand Rapids,42.88082,-85.52277,cloudy
296,296,1518998400,G4,G4,G4,483,G4,883GA,483,11986,GRR,"Grand Rapids, MI",12889,LAS,"Las Vegas, NV",1429,1428.0,-1.0,10.0,1438.0,1542.0,7.0,1541,1549.0,8.0,0,,0,N,252.0,261.0,244.0,1,1642,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
297,297,1549411200,DL,DL_CODESHARE,DL,3741,OO,N603SK,3741,14633,RST,"Rochester, MN",13487,MSP,"Minneapolis, MN",1551,1547.0,-4.0,20.0,1607.0,1631.0,6.0,1653,1637.0,-16.0,0,,0,N,62.0,50.0,24.0,1,76,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
298,298,1549411200,DL,DL_CODESHARE,DL,3741,OO,N603SK,3741,14633,RST,"Rochester, MN",13487,MSP,"Minneapolis, MN",1551,1547.0,-4.0,20.0,1607.0,1631.0,6.0,1653,1637.0,-16.0,0,,0,N,62.0,50.0,24.0,1,76,,,,,,,,,,Rochester,43.90883,-92.49799,snow
300,300,1551052800,DL,DL_CODESHARE,DL,3641,OO,N807SK,3641,14576,ROC,"Rochester, NY",11433,DTW,"Detroit, MI",1429,1549.0,80.0,15.0,1604.0,1705.0,5.0,1606,1710.0,64.0,0,,0,N,97.0,81.0,61.0,1,296,0.0,64.0,0.0,0.0,0.0,1424.0,19.0,19.0,,Rochester,43.90883,-92.49799,snow
304,304,1543795200,UA,UA_CODESHARE,UA,4226,EV,N14542,4226,14576,ROC,"Rochester, NY",11618,EWR,"Newark, NJ",630,627.0,-3.0,14.0,641.0,723.0,10.0,753,733.0,-20.0,0,,0,N,83.0,66.0,42.0,1,246,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
305,305,1516752000,DL,DL_CODESHARE,DL,3841,9E,N931XJ,3841,14576,ROC,"Rochester, NY",12953,LGA,"New York, NY",550,547.0,-3.0,16.0,603.0,645.0,8.0,728,653.0,-35.0,0,,0,N,98.0,66.0,42.0,1,254,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
307,307,1515283200,AA,AA_CODESHARE,AA,3267,MQ,N542EA,3267,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1135,1128.0,-7.0,10.0,1138.0,1202.0,25.0,1234,1227.0,-7.0,0,,0,N,119.0,119.0,84.0,1,528,,,,,,,,,,Rochester,43.11887,-77.67238,snow
310,310,1515110400,DL,DL,DL,2129,DL,N910DE,2129,14576,ROC,"Rochester, NY",10397,ATL,"Atlanta, GA",600,554.0,-6.0,23.0,617.0,805.0,4.0,835,809.0,-26.0,0,,0,N,155.0,135.0,108.0,1,749,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
319,319,1550102400,DL,DL_CODESHARE,DL,3741,OO,N771SK,3741,14633,RST,"Rochester, MN",13487,MSP,"Minneapolis, MN",1551,1601.0,10.0,71.0,1712.0,1738.0,7.0,1653,1745.0,52.0,0,,0,N,62.0,104.0,26.0,1,76,0.0,2.0,42.0,0.0,8.0,,,,,Rochester,43.11887,-77.67238,snow
321,321,1544486400,AA,AA_CODESHARE,AA,4096,MQ,N836AE,4096,14576,ROC,"Rochester, NY",10721,BOS,"Boston, MA",1409,1401.0,-8.0,23.0,1424.0,1512.0,12.0,1529,1524.0,-5.0,0,,0,N,80.0,83.0,48.0,1,343,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
323,323,1551139200,UA,UA_CODESHARE,UA,3876,ZW,N456ZW,3876,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1200,1207.0,7.0,40.0,1247.0,1329.0,15.0,1312,1344.0,32.0,0,,0,N,132.0,157.0,102.0,1,528,7.0,0.0,25.0,0.0,0.0,,,,,Rochester,43.11887,-77.67238,snow
324,324,1551139200,UA,UA_CODESHARE,UA,3876,ZW,N456ZW,3876,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1200,1207.0,7.0,40.0,1247.0,1329.0,15.0,1312,1344.0,32.0,0,,0,N,132.0,157.0,102.0,1,528,7.0,0.0,25.0,0.0,0.0,,,,,Rochester,43.90883,-92.49799,cloudy
325,325,1518220800,UA,UA,UA,2030,UA,N24736,2030,14576,ROC,"Rochester, NY",11618,EWR,"Newark, NJ",610,609.0,-1.0,35.0,644.0,728.0,7.0,738,735.0,-3.0,0,,0,N,88.0,86.0,44.0,1,246,,,,,,,,,,Rochester,43.11887,-77.67238,snow
328,328,1549324800,AA,AA_CODESHARE,AA,5402,OH,N207PS,5402,14576,ROC,"Rochester, NY",11278,DCA,"Washington, DC",1716,1710.0,-6.0,11.0,1721.0,1824.0,4.0,1844,1828.0,-16.0,0,,0,N,88.0,78.0,63.0,1,296,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
329,329,1575244800,AA,AA_CODESHARE,AA,5005,PT,N640AE,5005,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1501,,,,,,,1625,,,1,B,0,N,84.0,,,1,257,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
330,330,1575244800,AA,AA_CODESHARE,AA,5005,PT,N640AE,5005,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1501,,,,,,,1625,,,1,B,0,N,84.0,,,1,257,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
331,331,1550448000,AA,AA_CODESHARE,AA,4977,PT,N683AE,4977,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1031,1022.0,-9.0,33.0,1055.0,1153.0,9.0,1155,1202.0,7.0,0,,0,N,84.0,100.0,58.0,1,257,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
332,332,1550448000,AA,AA_CODESHARE,AA,4977,PT,N683AE,4977,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1031,1022.0,-9.0,33.0,1055.0,1153.0,9.0,1155,1202.0,7.0,0,,0,N,84.0,100.0,58.0,1,257,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
333,333,1516924800,AA,AA_CODESHARE,AA,3304,MQ,N535EA,3304,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1516,1504.0,-12.0,9.0,1513.0,1534.0,10.0,1614,1544.0,-30.0,0,,0,N,118.0,100.0,81.0,1,528,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
335,335,1516752000,WN,WN,WN,1247,WN,N216WR,1247,14576,ROC,"Rochester, NY",10821,BWI,"Baltimore, MD",1105,1103.0,-2.0,23.0,1126.0,1219.0,3.0,1215,1222.0,7.0,0,,0,N,70.0,79.0,53.0,1,277,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
339,339,1515456000,AA,AA_CODESHARE,AA,4326,AX,N607AE,4326,14576,ROC,"Rochester, NY",11278,DCA,"Washington, DC",1158,1505.0,187.0,7.0,1512.0,1613.0,4.0,1323,1617.0,174.0,0,,0,N,85.0,72.0,61.0,1,296,0.0,0.0,0.0,0.0,174.0,,,,,Rochester,43.11887,-77.67238,cloudy
341,341,1550016000,B6,B6,B6,485,B6,N373JB,485,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",1441,1725.0,164.0,48.0,1813.0,1914.0,8.0,1600,1922.0,202.0,0,,0,N,79.0,117.0,61.0,1,264,21.0,0.0,38.0,0.0,143.0,,,,,Rochester,43.11887,-77.67238,rain
344,344,1543795200,DL,DL,DL,1038,DL,N935DN,1038,14576,ROC,"Rochester, NY",10397,ATL,"Atlanta, GA",1215,1203.0,-12.0,12.0,1215.0,1415.0,4.0,1446,1419.0,-27.0,0,,0,N,151.0,136.0,120.0,1,749,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
347,347,1517788800,AA,AA_CODESHARE,AA,3821,MQ,N535EA,3821,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1807,,,,,,,1919,,,1,C,0,N,132.0,,,1,528,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
349,349,1515369600,DL,DL_CODESHARE,DL,5585,EV,N748EV,5585,14633,RST,"Rochester, MN",10397,ATL,"Atlanta, GA",1555,2210.0,375.0,8.0,2218.0,53.0,5.0,1915,58.0,343.0,0,,0,N,140.0,108.0,95.0,1,831,0.0,0.0,0.0,0.0,343.0,,,,,Rochester,43.11887,-77.67238,cloudy
350,350,1515369600,DL,DL_CODESHARE,DL,5585,EV,N748EV,5585,14633,RST,"Rochester, MN",10397,ATL,"Atlanta, GA",1555,2210.0,375.0,8.0,2218.0,53.0,5.0,1915,58.0,343.0,0,,0,N,140.0,108.0,95.0,1,831,0.0,0.0,0.0,0.0,343.0,,,,,Rochester,43.90883,-92.49799,cloudy
354,354,1548633600,AA,AA_CODESHARE,AA,3838,MQ,N532EA,3838,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1128,1258.0,90.0,106.0,1444.0,1515.0,31.0,1234,1546.0,192.0,0,,0,N,126.0,228.0,91.0,1,528,0.0,0.0,192.0,0.0,0.0,,,,,Rochester,43.90883,-92.49799,cloudy
356,356,1549843200,AA,AA_CODESHARE,AA,4918,PT,N641AE,4918,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1810,1809.0,-1.0,15.0,1824.0,1918.0,8.0,1940,1926.0,-14.0,0,,0,N,90.0,77.0,54.0,1,257,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
357,357,1546560000,AA,AA_CODESHARE,AA,4791,PT,N654AE,4791,14576,ROC,"Rochester, NY",10721,BOS,"Boston, MA",955,945.0,-10.0,10.0,955.0,1043.0,12.0,1125,1055.0,-30.0,0,,0,N,90.0,70.0,48.0,1,343,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
359,359,1546732800,DL,DL,DL,880,DL,N913DN,880,14576,ROC,"Rochester, NY",10397,ATL,"Atlanta, GA",1759,1806.0,7.0,12.0,1818.0,1956.0,6.0,2019,2002.0,-17.0,0,,0,N,140.0,116.0,98.0,1,749,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
361,361,1515542400,AA,AA_CODESHARE,AA,5494,OH,N580NN,5494,14576,ROC,"Rochester, NY",11057,CLT,"Charlotte, NC",1903,1855.0,-8.0,8.0,1903.0,2038.0,7.0,2110,2045.0,-25.0,0,,0,N,127.0,110.0,95.0,1,573,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
364,364,1576540800,AA,AA_CODESHARE,AA,3947,MQ,N273NN,3947,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1813,1810.0,-3.0,41.0,1851.0,1921.0,16.0,1920,1937.0,17.0,0,,0,N,127.0,147.0,90.0,1,528,0.0,0.0,17.0,0.0,0.0,,,,,Rochester,43.90883,-92.49799,cloudy
366,366,1576108800,UA,UA_CODESHARE,UA,4194,EV,N12540,4194,14576,ROC,"Rochester, NY",11618,EWR,"Newark, NJ",1450,1444.0,-6.0,13.0,1457.0,1550.0,10.0,1627,1600.0,-27.0,0,,0,N,97.0,76.0,53.0,1,246,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
367,367,1547596800,AA,AA_CODESHARE,AA,5412,OH,N246PS,5412,14576,ROC,"Rochester, NY",11278,DCA,"Washington, DC",510,506.0,-4.0,22.0,528.0,619.0,4.0,643,623.0,-20.0,0,,0,N,93.0,77.0,51.0,1,296,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
368,368,1547596800,AA,AA_CODESHARE,AA,5412,OH,N246PS,5412,14576,ROC,"Rochester, NY",11278,DCA,"Washington, DC",510,506.0,-4.0,22.0,528.0,619.0,4.0,643,623.0,-20.0,0,,0,N,93.0,77.0,51.0,1,296,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
370,370,1549843200,DL,DL_CODESHARE,DL,3373,9E,N600LR,3373,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",1320,1317.0,-3.0,12.0,1329.0,1420.0,7.0,1448,1427.0,-21.0,0,,0,N,88.0,70.0,51.0,1,264,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
371,371,1551312000,DL,DL_CODESHARE,DL,5907,YX,N824MD,5907,14576,ROC,"Rochester, NY",12953,LGA,"New York, NY",1759,1859.0,60.0,8.0,1907.0,2001.0,8.0,1930,2009.0,39.0,0,,0,N,91.0,70.0,54.0,1,254,8.0,0.0,0.0,0.0,31.0,,,,,Rochester,43.11887,-77.67238,snow
374,374,1576108800,DL,DL_CODESHARE,DL,3693,OO,N162PQ,3693,14576,ROC,"Rochester, NY",13487,MSP,"Minneapolis, MN",620,615.0,-5.0,19.0,634.0,756.0,3.0,808,759.0,-9.0,0,,0,N,168.0,164.0,142.0,1,783,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
377,377,1545955200,B6,B6,B6,485,B6,N258JB,485,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",916,903.0,-13.0,10.0,913.0,1012.0,7.0,1036,1019.0,-17.0,0,,0,N,80.0,76.0,59.0,1,264,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
379,379,1517529600,UA,UA_CODESHARE,UA,3877,ZW,N431AW,3877,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1705,1717.0,12.0,25.0,1742.0,1815.0,12.0,1811,1827.0,16.0,0,,0,N,126.0,130.0,93.0,1,528,0.0,0.0,4.0,0.0,12.0,,,,,Rochester,43.11887,-77.67238,cloudy
383,383,1547424000,UA,UA_CODESHARE,UA,4434,EV,N905EV,4434,14633,RST,"Rochester, MN",13930,ORD,"Chicago, IL",1151,1144.0,-7.0,21.0,1205.0,1258.0,16.0,1320,1314.0,-6.0,0,,0,N,89.0,90.0,53.0,1,268,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
385,385,1517097600,WN,WN,WN,3797,WN,N269WN,3797,14576,ROC,"Rochester, NY",10821,BWI,"Baltimore, MD",620,620.0,0.0,8.0,628.0,730.0,3.0,745,733.0,-12.0,0,,0,N,85.0,73.0,62.0,1,277,,,,,,,,,,Rochester,43.11887,-77.67238,rain
389,389,1515024000,DL,DL_CODESHARE,DL,3414,9E,N336PQ,3414,14576,ROC,"Rochester, NY",11433,DTW,"Detroit, MI",605,600.0,-5.0,9.0,609.0,707.0,7.0,746,714.0,-32.0,0,,0,N,101.0,74.0,58.0,1,296,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
391,391,1516924800,DL,DL_CODESHARE,DL,3547,OO,N496CA,3547,14633,RST,"Rochester, MN",13487,MSP,"Minneapolis, MN",1230,1218.0,-12.0,16.0,1234.0,1256.0,9.0,1331,1305.0,-26.0,0,,0,N,61.0,47.0,22.0,1,76,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
393,393,1577491200,DL,DL_CODESHARE,DL,3578,OO,N446SW,3578,14633,RST,"Rochester, MN",13487,MSP,"Minneapolis, MN",1246,1243.0,-3.0,10.0,1253.0,1324.0,5.0,1350,1329.0,-21.0,0,,0,N,64.0,46.0,31.0,1,76,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
395,395,1577404800,WN,WN,WN,1577,WN,N463WN,1577,14576,ROC,"Rochester, NY",10821,BWI,"Baltimore, MD",1110,1121.0,11.0,10.0,1131.0,1221.0,2.0,1220,1223.0,3.0,0,,0,N,70.0,62.0,50.0,1,277,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
396,396,1577404800,WN,WN,WN,1577,WN,N463WN,1577,14576,ROC,"Rochester, NY",10821,BWI,"Baltimore, MD",1110,1121.0,11.0,10.0,1131.0,1221.0,2.0,1220,1223.0,3.0,0,,0,N,70.0,62.0,50.0,1,277,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
398,398,1543795200,DL,DL_CODESHARE,DL,5512,9E,N836AY,5512,14576,ROC,"Rochester, NY",12953,LGA,"New York, NY",1007,1015.0,8.0,8.0,1023.0,1113.0,9.0,1138,1122.0,-16.0,0,,0,N,91.0,67.0,50.0,1,254,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
401,401,1545782400,UA,UA_CODESHARE,UA,4520,G7,N173GJ,4520,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",810,756.0,-14.0,16.0,812.0,841.0,12.0,918,853.0,-25.0,0,,0,N,128.0,117.0,89.0,1,528,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
402,402,1545782400,UA,UA_CODESHARE,UA,4520,G7,N173GJ,4520,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",810,756.0,-14.0,16.0,812.0,841.0,12.0,918,853.0,-25.0,0,,0,N,128.0,117.0,89.0,1,528,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
403,403,1519516800,B6,B6,B6,585,B6,N273JB,585,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",1600,1637.0,37.0,14.0,1651.0,1744.0,10.0,1721,1754.0,33.0,0,,0,N,81.0,77.0,53.0,1,264,8.0,0.0,0.0,0.0,25.0,,,,,Rochester,43.11887,-77.67238,cloudy
404,404,1519516800,B6,B6,B6,585,B6,N273JB,585,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",1600,1637.0,37.0,14.0,1651.0,1744.0,10.0,1721,1754.0,33.0,0,,0,N,81.0,77.0,53.0,1,264,8.0,0.0,0.0,0.0,25.0,,,,,Rochester,43.90883,-92.49799,snow
407,407,1575331200,WN,WN,WN,645,WN,N950WN,645,14576,ROC,"Rochester, NY",10821,BWI,"Baltimore, MD",1740,1759.0,19.0,9.0,1808.0,1850.0,22.0,1850,1912.0,22.0,0,,0,N,70.0,73.0,42.0,1,277,11.0,0.0,3.0,0.0,8.0,,,,,Rochester,43.11887,-77.67238,cloudy
409,409,1546905600,UA,UA_CODESHARE,UA,3701,YX,N635RW,3701,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",730,724.0,-6.0,15.0,739.0,809.0,9.0,840,818.0,-22.0,0,,0,N,130.0,114.0,90.0,1,528,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
410,410,1546905600,UA,UA_CODESHARE,UA,3701,YX,N635RW,3701,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",730,724.0,-6.0,15.0,739.0,809.0,9.0,840,818.0,-22.0,0,,0,N,130.0,114.0,90.0,1,528,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
411,411,1547769600,UA,UA_CODESHARE,UA,3876,ZW,N434AW,3876,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1230,1227.0,-3.0,32.0,1259.0,1338.0,44.0,1342,1422.0,40.0,0,,0,N,132.0,175.0,99.0,1,528,0.0,0.0,40.0,0.0,0.0,,,,,Rochester,43.11887,-77.67238,cloudy
412,412,1547769600,UA,UA_CODESHARE,UA,3876,ZW,N434AW,3876,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1230,1227.0,-3.0,32.0,1259.0,1338.0,44.0,1342,1422.0,40.0,0,,0,N,132.0,175.0,99.0,1,528,0.0,0.0,40.0,0.0,0.0,,,,,Rochester,43.90883,-92.49799,cloudy
413,413,1515801600,DL,DL_CODESHARE,DL,3841,9E,N293PQ,3841,14576,ROC,"Rochester, NY",12953,LGA,"New York, NY",720,713.0,-7.0,30.0,743.0,837.0,5.0,855,842.0,-13.0,0,,0,N,95.0,89.0,54.0,1,254,,,,,,,,,,Rochester,43.11887,-77.67238,snow
415,415,1549584000,AA,AA_CODESHARE,AA,5109,OH,N591NN,5109,14576,ROC,"Rochester, NY",11057,CLT,"Charlotte, NC",1506,1459.0,-7.0,48.0,1547.0,1734.0,5.0,1728,1739.0,11.0,0,,0,N,142.0,160.0,107.0,1,573,,,,,,,,,,Rochester,43.11887,-77.67238,rain
418,418,1576454400,AA,AA_CODESHARE,AA,4722,PT,N638AE,4722,14576,ROC,"Rochester, NY",10721,BOS,"Boston, MA",1722,1909.0,107.0,9.0,1918.0,2010.0,5.0,1846,2015.0,89.0,0,,0,N,84.0,66.0,52.0,1,343,0.0,0.0,0.0,0.0,89.0,,,,,Rochester,43.90883,-92.49799,cloudy
419,419,1516060800,AA,AA_CODESHARE,AA,4580,YX,N435YX,4580,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1520,1506.0,-14.0,9.0,1515.0,1614.0,6.0,1638,1620.0,-18.0,0,,0,N,78.0,74.0,59.0,1,257,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
420,420,1516060800,AA,AA_CODESHARE,AA,4580,YX,N435YX,4580,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1520,1506.0,-14.0,9.0,1515.0,1614.0,6.0,1638,1620.0,-18.0,0,,0,N,78.0,74.0,59.0,1,257,,,,,,,,,,Rochester,43.90883,-92.49799,snow
421,421,1577491200,AA,AA_CODESHARE,AA,4718,PT,N639AE,4718,14576,ROC,"Rochester, NY",10721,BOS,"Boston, MA",1027,1043.0,16.0,9.0,1052.0,1147.0,5.0,1156,1152.0,-4.0,0,,0,N,89.0,69.0,55.0,1,343,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
424,424,1546128000,WN,WN,WN,3759,WN,N962WN,3759,14576,ROC,"Rochester, NY",10821,BWI,"Baltimore, MD",545,546.0,1.0,33.0,619.0,705.0,5.0,700,710.0,10.0,0,,0,N,75.0,84.0,46.0,1,277,,,,,,,,,,Rochester,43.90883,-92.49799,snow
425,425,1518048000,AA,AA_CODESHARE,AA,3403,MQ,N677AE,3403,14633,RST,"Rochester, MN",13930,ORD,"Chicago, IL",957,949.0,-8.0,9.0,958.0,1050.0,12.0,1123,1102.0,-21.0,0,,0,N,86.0,73.0,52.0,1,268,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
433,433,1517356800,DL,DL_CODESHARE,DL,5585,EV,N754EV,5585,14633,RST,"Rochester, MN",10397,ATL,"Atlanta, GA",1555,1552.0,-3.0,16.0,1608.0,1851.0,7.0,1915,1858.0,-17.0,0,,0,N,140.0,126.0,103.0,1,831,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
435,435,1550966400,WN,WN,WN,5006,WN,N7884G,5006,14576,ROC,"Rochester, NY",10821,BWI,"Baltimore, MD",1135,1137.0,2.0,12.0,1149.0,1239.0,12.0,1250,1251.0,1.0,0,,0,N,75.0,74.0,50.0,1,277,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
436,436,1550966400,WN,WN,WN,5006,WN,N7884G,5006,14576,ROC,"Rochester, NY",10821,BWI,"Baltimore, MD",1135,1137.0,2.0,12.0,1149.0,1239.0,12.0,1250,1251.0,1.0,0,,0,N,75.0,74.0,50.0,1,277,,,,,,,,,,Rochester,43.90883,-92.49799,snow
438,438,1548979200,AA,AA_CODESHARE,AA,4977,PT,N649AE,4977,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1024,1046.0,22.0,12.0,1058.0,1147.0,8.0,1150,1155.0,5.0,0,,0,N,86.0,69.0,49.0,1,257,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
439,439,1547856000,DL,DL_CODESHARE,DL,3371,9E,N914XJ,3371,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",520,520.0,0.0,28.0,548.0,646.0,9.0,656,655.0,-1.0,0,,0,N,96.0,95.0,58.0,1,264,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
440,440,1547856000,DL,DL_CODESHARE,DL,3371,9E,N914XJ,3371,14576,ROC,"Rochester, NY",12478,JFK,"New York, NY",520,520.0,0.0,28.0,548.0,646.0,9.0,656,655.0,-1.0,0,,0,N,96.0,95.0,58.0,1,264,,,,,,,,,,Rochester,43.90883,-92.49799,snow
441,441,1518048000,DL,DL_CODESHARE,DL,5585,EV,N738EV,5585,14633,RST,"Rochester, MN",10397,ATL,"Atlanta, GA",1555,1552.0,-3.0,16.0,1608.0,1852.0,7.0,1915,1859.0,-16.0,0,,0,N,140.0,127.0,104.0,1,831,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
443,443,1544572800,DL,DL_CODESHARE,DL,3756,OO,N805SK,3756,14576,ROC,"Rochester, NY",11433,DTW,"Detroit, MI",600,555.0,-5.0,18.0,613.0,712.0,9.0,745,721.0,-24.0,0,,0,N,105.0,86.0,59.0,1,296,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
446,446,1515110400,AA,AA_CODESHARE,AA,3104,OO,N652BR,3104,14633,RST,"Rochester, MN",13930,ORD,"Chicago, IL",605,600.0,-5.0,45.0,645.0,734.0,15.0,743,749.0,6.0,0,,0,N,98.0,109.0,49.0,1,268,,,,,,,,,,Rochester,43.90883,-92.49799,cloudy
453,453,1546560000,DL,DL_CODESHARE,DL,4561,OO,N935SW,4561,14633,RST,"Rochester, MN",13487,MSP,"Minneapolis, MN",1247,1241.0,-6.0,9.0,1250.0,1313.0,4.0,1350,1317.0,-33.0,0,,0,N,63.0,36.0,23.0,1,76,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
455,455,1575244800,AA,AA_CODESHARE,AA,4935,PT,N603KC,4935,14576,ROC,"Rochester, NY",10721,BOS,"Boston, MA",1715,1801.0,46.0,32.0,1833.0,1958.0,23.0,1839,2021.0,102.0,0,,0,N,84.0,140.0,85.0,1,343,0.0,0.0,69.0,0.0,33.0,,,,,Rochester,43.11887,-77.67238,cloudy
456,456,1575244800,AA,AA_CODESHARE,AA,4935,PT,N603KC,4935,14576,ROC,"Rochester, NY",10721,BOS,"Boston, MA",1715,1801.0,46.0,32.0,1833.0,1958.0,23.0,1839,2021.0,102.0,0,,0,N,84.0,140.0,85.0,1,343,0.0,0.0,69.0,0.0,33.0,,,,,Rochester,43.90883,-92.49799,cloudy
457,457,1519516800,UA,UA,UA,518,UA,N62892,518,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1741,1726.0,-15.0,14.0,1740.0,1819.0,11.0,1848,1830.0,-18.0,0,,0,N,127.0,124.0,99.0,1,528,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
458,458,1519516800,UA,UA,UA,518,UA,N62892,518,14576,ROC,"Rochester, NY",13930,ORD,"Chicago, IL",1741,1726.0,-15.0,14.0,1740.0,1819.0,11.0,1848,1830.0,-18.0,0,,0,N,127.0,124.0,99.0,1,528,,,,,,,,,,Rochester,43.90883,-92.49799,snow
461,461,1545609600,AA,AA_CODESHARE,AA,3892,MQ,N932AE,3892,14633,RST,"Rochester, MN",13930,ORD,"Chicago, IL",557,548.0,-9.0,33.0,621.0,708.0,23.0,734,731.0,-3.0,0,,0,N,97.0,103.0,47.0,1,268,,,,,,,,,,Rochester,43.11887,-77.67238,cloudy
